materialSampleID,country,locality,principalInvestigator,collectorList,coordinateUncertaintyInMeters,minimumElevationInMeters,decimalLongitude,decimalLatitude,yearCollected,monthCollected,dayCollected,specificEpithet,genus,diseaseDetected,fatal,sampleType,diseaseTested,ZEscore,infraspecificEpithet
304,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
305,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
306,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,1.6667,alpina
307,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,16.667,alpina
308,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,25,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,5240.1048,alpina
309,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,5,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
310,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,24,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,1670.0334,alpina
311,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
312,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
313,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,10,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,6.6668,alpina
314,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,19,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,5.0001,alpina
315,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,295.0059,alpina
316,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,21,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,1641.6995,alpina
317,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,5,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,33.334,alpina
318,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
319,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,19,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
320,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,6,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,60.0012,alpina
321,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,5,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,30.0006,alpina
322,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,15.0003,alpina
323,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,24,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,45.0009,alpina
324,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
325,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,30.0006,alpina
326,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,10,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
327,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,171.6701,alpina
328,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
329,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,24,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,1508.3635,alpina
330,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,16.667,alpina
331,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,10,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
332,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,5,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
333,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,17,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,15.0003,alpina
334,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,9,25,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
335,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,12,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,10885.2177,alpina
336,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,19,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
337,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,18.3337,alpina
338,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
339,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
340,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
341,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,19,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
342,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,12,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,740.0148,alpina
343,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,17,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,811.6829,alpina
344,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,21,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,7750.155,alpina
345,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,5,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
346,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
347,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,25,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,1665.0333,alpina
348,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,10,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
349,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,298.3393,alpina
350,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,340.0068,alpina
351,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,18,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,8.3335,alpina
352,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,70.0014,alpina
353,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,38.3341,alpina
354,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,4510.0902,alpina
355,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,4,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
356,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,21,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,2270.0454,alpina
357,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,6,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
358,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,30.0006,alpina
359,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,21,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,768.3487,alpina
360,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,10,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
361,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,24,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,375.0075,alpina
362,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,5.0001,alpina
363,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,10,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
364,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,213.3376,alpina
365,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,21,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,13335.2667,alpina
366,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,5,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
367,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
368,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,155.0031,alpina
369,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,10,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
370,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,8.3335,alpina
371,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,175.0035,alpina
372,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,19,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
373,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,176.6702,alpina
374,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,5.0001,alpina
375,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,130.0026,alpina
376,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,1.6667,alpina
377,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
378,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,10,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
379,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
380,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,5,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
381,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,76.6682,alpina
382,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,116.669,alpina
383,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
384,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
385,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,10,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,6.6668,alpina
386,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
387,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,5,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
388,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,24,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
389,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
390,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
391,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,21,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,33.334,alpina
392,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,25,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,121.6691,alpina
393,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
394,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,5,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
395,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,6.6668,alpina
396,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,10,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
397,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
398,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,13.3336,alpina
399,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,30.0006,alpina
400,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,12,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
401,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,21,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,65.0013,alpina
402,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
403,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
404,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,18,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
405,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,10,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,50.001,alpina
406,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,9,25,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,154346.4202,alpina
407,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,928.3519,alpina
408,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,4,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
409,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,6,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,21.6671,alpina
410,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,10,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,186.6704,alpina
411,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,6,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,70.0014,alpina
412,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
413,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
414,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,19,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
415,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
416,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,1996.7066,alpina
417,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,17,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,7435.1487,alpina
418,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,5,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
419,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,19,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
420,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,100.002,alpina
421,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,6,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
422,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
423,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,796.6826,alpina
424,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,21,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,5248.4383,alpina
425,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,19,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,10.0002,alpina
426,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,19,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
427,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,6,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
428,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,388.3411,alpina
429,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,19,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,38.3341,alpina
430,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
431,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,9,25,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
432,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
433,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,5,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
434,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,931.6853,alpina
435,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,21,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,1803.3694,alpina
436,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,10,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,13.3336,alpina
437,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,24,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
438,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,21,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
439,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,10,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
440,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,93.3352,alpina
441,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
442,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,9,25,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
443,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,24,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
444,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
445,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,17,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,201.6707,alpina
446,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,5,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
447,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,24,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,441.6755,alpina
448,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,19,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,50.001,alpina
449,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,10.0002,alpina
450,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,24,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,5.0001,alpina
451,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
452,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,10,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
453,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,6,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
454,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,13316.933,alpina
455,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,5,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,475.0095,alpina
456,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,9,25,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,726.6812,alpina
